species,treatment,stage,replicate,plantnumber,plotnumber ,awMPD,moisture,lightavailable,heightinitial,date,survived
Panvi,IF,E,b,2,27,123.6651825,4.375,58.92720307,62,7,1
Panvi,IF,E,b,3,27,123.6651825,4.375,58.92720307,350,7,1
Panvi,IF,E,b,4,27,123.6651825,4.375,58.92720307,330,7,1
Panvi,IF,E,b,5,27,123.6651825,4.375,58.92720307,351,7,1
Panvi,IF,E,b,6,27,123.6651825,4.375,58.92720307,239,7,1
Boucu,I,E,b,1,28,84.29337358,5.3,63.32209106,265,7,1
Boucu,I,E,b,2,28,84.29337358,5.3,63.32209106,77,7,1
Boucu,I,E,b,3,28,84.29337358,5.3,63.32209106,183,7,1
Boucu,I,E,b,4,28,84.29337358,5.3,63.32209106,181,7,1
Boucu,I,E,b,5,28,84.29337358,5.3,63.32209106,153,7,1
Asctu,C,E,b,1,29,267.5672949,4.6,68.95958727,65,7,1
Asctu,C,E,b,2,29,267.5672949,4.6,68.95958727,56,7,1
Asctu,C,E,b,3,29,267.5672949,4.6,68.95958727,49,7,1
Asctu,C,E,b,4,29,267.5672949,4.6,68.95958727,56,7,0
Asctu,C,E,b,5,29,267.5672949,4.6,68.95958727,49,7,0
Asctu,C,E,b,6,29,267.5672949,4.6,68.95958727,61,7,1
Monfi,IF,E,c,1,30,260.3369509,5.825,64.53089245,27,7,0
Monfi,IF,E,c,2,30,260.3369509,5.825,64.53089245,32,7,1
Monfi,IF,E,c,3,30,260.3369509,5.825,64.53089245,14,7,0
Monfi,IF,E,c,4,30,260.3369509,5.825,64.53089245,10,7,0
Astaz,IF,E,a,1,31,237.9428188,6.25,66.37781629,26,7,1
Astaz,IF,E,a,2,31,237.9428188,6.25,66.37781629,35,7,1
Astaz,IF,E,a,3,31,237.9428188,6.25,66.37781629,44,7,1
Astaz,IF,E,a,4,31,237.9428188,6.25,66.37781629,24,7,0
Astaz,IF,E,a,5,31,237.9428188,6.25,66.37781629,12,7,0
Astaz,IF,E,a,6,31,237.9428188,6.25,66.37781629,24,7,0
Asctu,IF,E,a,1,32,270.4638161,6.775,54.36241611,59,7,1
Asctu,IF,E,a,2,32,270.4638161,6.775,54.36241611,70,7,1
Asctu,IF,E,a,3,32,270.4638161,6.775,54.36241611,48,7,1
Asctu,IF,E,a,4,32,270.4638161,6.775,54.36241611,52,7,1
Asctu,IF,E,a,5,32,270.4638161,6.775,54.36241611,65,7,1
Asctu,IF,E,a,6,32,270.4638161,6.775,54.36241611,57,7,1
Ascsy,C,E,a,1,33,257.4808651,4.675,45.87719298,80,7,0
Ascsy,C,E,a,2,33,257.4808651,4.675,45.87719298,62,7,0
Ascsy,C,E,a,3,33,257.4808651,4.675,45.87719298,120,7,1
Ascsy,C,E,a,4,33,257.4808651,4.675,45.87719298,89,7,0
Asctu,IF,E,b,1,34,260.961251,5.725,51.52671756,54,7,0
Asctu,IF,E,b,2,34,260.961251,5.725,51.52671756,45,7,1
Asctu,IF,E,b,3,34,260.961251,5.725,51.52671756,55,7,1
Asctu,IF,E,b,4,34,260.961251,5.725,51.52671756,55,7,1
Asctu,IF,E,b,5,34,260.961251,5.725,51.52671756,48,7,1
Asctu,IF,E,b,6,34,260.961251,5.725,51.52671756,56,7,0
Schsc,I,E,a,1,35,110.2208893,6.85,80.13468013,76,7,1
Schsc,I,E,a,2,35,110.2208893,6.85,80.13468013,145,7,1
Schsc,I,E,a,3,35,110.2208893,6.85,80.13468013,118,7,1
Schsc,I,E,a,4,35,110.2208893,6.85,80.13468013,103,7,1
Schsc,I,E,a,5,35,110.2208893,6.85,80.13468013,107,7,0
Schsc,I,E,a,6,35,110.2208893,6.85,80.13468013,133,7,1
Schsc,IF,E,a,1,36,149.6962154,4.925,45.61207378,87,7,1
Schsc,IF,E,a,2,36,149.6962154,4.925,45.61207378,178,7,0
Schsc,IF,E,a,3,36,149.6962154,4.925,45.61207378,135,7,1
Schsc,IF,E,a,4,36,149.6962154,4.925,45.61207378,161,7,1
Schsc,IF,E,a,5,36,149.6962154,4.925,45.61207378,141,7,1
Schsc,IF,E,a,6,36,149.6962154,4.925,45.61207378,105,7,1
Bougr,IF,E,a,1,37,128.9629431,4.575,43.38781575,100,7,1
Bougr,IF,E,a,2,37,128.9629431,4.575,43.38781575,246,7,1
Bougr,IF,E,a,3,37,128.9629431,4.575,43.38781575,180,7,1
Bougr,IF,E,a,4,37,128.9629431,4.575,43.38781575,168,7,1
Bougr,IF,E,a,5,37,128.9629431,4.575,43.38781575,260,7,1
Bougr,IF,E,a,6,37,128.9629431,4.575,43.38781575,305,7,1
Sornu,IF,E,a,1,38,100.1082247,4.925,60.74313409,265,7,1
Sornu,IF,E,a,2,38,100.1082247,4.925,60.74313409,327,7,1
Sornu,IF,E,a,3,38,100.1082247,4.925,60.74313409,252,7,1
Sornu,IF,E,a,4,38,100.1082247,4.925,60.74313409,309,7,0
Monfi,I,E,a,1,39,259.8012396,5.975,50.2071251,41,7,0
Monfi,I,E,a,2,39,259.8012396,5.975,50.2071251,45,7,0
Monfi,I,E,a,3,39,259.8012396,5.975,50.2071251,10,7,0
Monfi,I,E,a,4,39,259.8012396,5.975,50.2071251,19,7,0
Sornu,C,E,b,1,40,135.5805714,5.05,58.32566697,255,7,1
Sornu,C,E,b,2,40,135.5805714,5.05,58.32566697,354,7,1
Sornu,C,E,b,3,40,135.5805714,5.05,58.32566697,112,7,1
Sornu,C,E,b,4,40,135.5805714,5.05,58.32566697,321,7,0
Monfi,C,E,a,1,41,215.1358654,5.1,73.67506516,52,7,0
Monfi,C,E,a,2,41,215.1358654,5.1,73.67506516,35,7,0
Monfi,C,E,a,3,41,215.1358654,5.1,73.67506516,91,7,1
Monfi,C,E,a,4,41,215.1358654,5.1,73.67506516,14,7,0
Ascsy,IF,E,b,1,42,221.2685021,3.75,72.20561865,48,7,1
Ascsy,IF,E,b,2,42,221.2685021,3.75,72.20561865,68,7,0
Ascsy,IF,E,b,3,42,221.2685021,3.75,72.20561865,87,7,0
Ascsy,IF,E,b,4,42,221.2685021,3.75,72.20561865,96,7,1
Schsc,IF,E,b,1,43,133.5438109,5.375,83.52524358,126,7,1
Schsc,IF,E,b,2,43,133.5438109,5.375,83.52524358,124,7,1
Schsc,IF,E,b,3,43,133.5438109,5.375,83.52524358,153,7,1
Schsc,IF,E,b,4,43,133.5438109,5.375,83.52524358,166,7,1
Schsc,IF,E,b,5,43,133.5438109,5.375,83.52524358,143,7,1
Schsc,IF,E,b,6,43,133.5438109,5.375,83.52524358,110,7,1
Boucu,IF,E,a,1,44,168.4583412,5.775,55.53709856,193,7,1
Boucu,IF,E,a,2,44,168.4583412,5.775,55.53709856,215,7,1
Boucu,IF,E,a,3,44,168.4583412,5.775,55.53709856,245,7,1
Boucu,IF,E,a,4,44,168.4583412,5.775,55.53709856,263,7,1
Boucu,IF,E,a,5,44,168.4583412,5.775,55.53709856,221,7,1
Andge,C,E,a,1,45,121.9183083,3.5,43.67758186,116,7,1
Andge,C,E,a,2,45,121.9183083,3.5,43.67758186,110,7,1
Andge,C,E,a,3,45,121.9183083,3.5,43.67758186,97,7,1
Andge,C,E,a,4,45,121.9183083,3.5,43.67758186,220,7,1
Andge,C,E,a,5,45,121.9183083,3.5,43.67758186,200,7,1
Andge,C,E,a,6,45,121.9183083,3.5,43.67758186,51,7,1
Spohe,C,E,a,1,46,106.3063192,5.425,80.53156146,94,7,0
Spohe,C,E,a,2,46,106.3063192,5.425,80.53156146,60,7,0
Spohe,C,E,a,3,46,106.3063192,5.425,80.53156146,65,7,0
Liaas,C,E,b,1,47,258.96001,5.25,46.54756156,45,7,1
Liaas,C,E,b,2,47,258.96001,5.25,46.54756156,23,7,0
Liaas,C,E,b,3,47,258.96001,5.25,46.54756156,10,7,0
Liaas,C,E,b,4,47,258.96001,5.25,46.54756156,25,7,0
Astaz,I,E,a,1,48,259.3284142,7.225,33.71685843,46,7,1
Astaz,I,E,a,2,48,259.3284142,7.225,33.71685843,30,7,1
Astaz,I,E,a,3,48,259.3284142,7.225,33.71685843,24,7,0
Astaz,I,E,a,4,48,259.3284142,7.225,33.71685843,36,7,1
Astaz,I,E,a,5,48,259.3284142,7.225,33.71685843,54,7,1
Astaz,I,E,a,6,48,259.3284142,7.225,33.71685843,12,7,1
Muhra,IF,E,a,1,49,143.4805806,4.975,66.46284102,236,7,1
Muhra,IF,E,a,2,49,143.4805806,4.975,66.46284102,245,7,1
Muhra,IF,E,a,3,49,143.4805806,4.975,66.46284102,281,7,1
Muhra,IF,E,a,4,49,143.4805806,4.975,66.46284102,232,7,1
Muhra,IF,E,a,5,49,143.4805806,4.975,66.46284102,286,7,1
Muhra,IF,E,a,6,49,143.4805806,4.975,66.46284102,295,7,1
Schsc,I,E,b,1,50,126.0954509,5.7,29.80812137,103,7,1
Schsc,I,E,b,2,50,126.0954509,5.7,29.80812137,117,7,1
Schsc,I,E,b,3,50,126.0954509,5.7,29.80812137,162,7,0
Schsc,I,E,b,4,50,126.0954509,5.7,29.80812137,113,7,1
Schsc,I,E,b,5,50,126.0954509,5.7,29.80812137,71,7,0
Schsc,I,E,b,6,50,126.0954509,5.7,29.80812137,66,7,1
Schsc,IF,E,c,1,51,183.8398019,7.05,50.3131524,92,7,1
Schsc,IF,E,c,2,51,183.8398019,7.05,50.3131524,136,7,1
Schsc,IF,E,c,3,51,183.8398019,7.05,50.3131524,41,7,1
Schsc,IF,E,c,4,51,183.8398019,7.05,50.3131524,105,7,1
Schsc,IF,E,c,5,51,183.8398019,7.05,50.3131524,145,7,1
Schsc,IF,E,c,6,51,183.8398019,7.05,50.3131524,129,7,1
Spohe,I,E,b,1,52,102.6858594,5.1,65.76019778,86,7,1
Spohe,I,E,b,2,52,102.6858594,5.1,65.76019778,29,7,0
Spohe,I,E,b,3,52,102.6858594,5.1,65.76019778,63,7,0
Monfi,I,E,b,1,53,255.0150874,6.325,53.010279,15,7,0
Monfi,I,E,b,2,53,255.0150874,6.325,53.010279,45,7,1
Monfi,I,E,b,3,53,255.0150874,6.325,53.010279,10,7,0
Monfi,I,E,b,4,53,255.0150874,6.325,53.010279,28,7,0
Rudhi,I,E,b,1,54,240.225911,5.225,52.51277683,40,7,1
Rudhi,I,E,b,2,54,240.225911,5.225,52.51277683,27,7,1
Rudhi,I,E,b,3,54,240.225911,5.225,52.51277683,34,7,1
Rudhi,I,E,b,4,54,240.225911,5.225,52.51277683,48,7,1
Rudhi,I,E,b,5,54,240.225911,5.225,52.51277683,52,7,1
Rudhi,I,E,b,6,54,240.225911,5.225,52.51277683,40,7,1
Andge,C,E,b,1,55,87.00203311,6.225,56.54362416,235,7,1
Andge,C,E,b,2,55,87.00203311,6.225,56.54362416,55,7,1
Andge,C,E,b,3,55,87.00203311,6.225,56.54362416,240,7,1
Andge,C,E,b,4,55,87.00203311,6.225,56.54362416,160,7,1
Andge,C,E,b,5,55,87.00203311,6.225,56.54362416,240,7,1
Andge,C,E,b,6,55,87.00203311,6.225,56.54362416,187,7,0
Boucu,C,E,a,1,56,135.8490163,5.475,71.56762295,130,7,1
Boucu,C,E,a,2,56,135.8490163,5.475,71.56762295,178,7,1
Boucu,C,E,a,3,56,135.8490163,5.475,71.56762295,181,7,1
Boucu,C,E,a,4,56,135.8490163,5.475,71.56762295,305,7,1
Boucu,C,E,a,5,56,135.8490163,5.475,71.56762295,181,7,1
Monfi,I,E,c,1,57,248.4153746,5.475,69.81865285,31,7,1
Monfi,I,E,c,2,57,248.4153746,5.475,69.81865285,28,7,0
Monfi,I,E,c,3,57,248.4153746,5.475,69.81865285,27,7,0
Monfi,I,E,c,4,57,248.4153746,5.475,69.81865285,12,7,0
Achmi,C,E,a,1,58,258.4216805,5.15,55.24965002,30,7,0
Achmi,C,E,a,2,58,258.4216805,5.15,55.24965002,61,7,0
Achmi,C,E,a,3,58,258.4216805,5.15,55.24965002,35,7,0
Achmi,C,E,a,4,58,258.4216805,5.15,55.24965002,32,7,0
Achmi,C,E,a,5,58,258.4216805,5.15,55.24965002,43,7,1
Achmi,C,E,a,6,58,258.4216805,5.15,55.24965002,72,7,1
Sornu,C,E,c,1,59,98.21156445,6.65,41.04378594,350,7,1
Sornu,C,E,c,2,59,98.21156445,6.65,41.04378594,175,7,1
Sornu,C,E,c,3,59,98.21156445,6.65,41.04378594,328,7,1
Sornu,C,E,c,4,59,98.21156445,6.65,41.04378594,255,7,1
Ascsy,I,E,b,1,60,265.2293997,6.8,33.73390558,47,7,0
Ascsy,I,E,b,2,60,265.2293997,6.8,33.73390558,69,7,0
Ascsy,I,E,b,3,60,265.2293997,6.8,33.73390558,86,7,0
Ascsy,I,E,b,4,60,265.2293997,6.8,33.73390558,73,7,0
Liaas,IF,E,b,1,61,231.0864964,6.525,51.11532985,10,7,1
Liaas,IF,E,b,2,61,231.0864964,6.525,51.11532985,71,7,0
Liaas,IF,E,b,3,61,231.0864964,6.525,51.11532985,25,7,0
Liaas,IF,E,b,4,61,231.0864964,6.525,51.11532985,12,7,0
Muhra,C,E,a,1,62,72.43466935,6.225,73.6204576,225,7,1
Muhra,C,E,a,2,62,72.43466935,6.225,73.6204576,251,7,1
Muhra,C,E,a,3,62,72.43466935,6.225,73.6204576,100,7,1
Muhra,C,E,a,4,62,72.43466935,6.225,73.6204576,319,7,1
Muhra,C,E,a,5,62,72.43466935,6.225,73.6204576,267,7,0
Muhra,C,E,a,6,62,72.43466935,6.225,73.6204576,254,7,0
Muhra,IF,E,b,1,63,102.8210639,5.8,66.08391608,276,7,1
Muhra,IF,E,b,2,63,102.8210639,5.8,66.08391608,269,7,1
Muhra,IF,E,b,3,63,102.8210639,5.8,66.08391608,240,7,1
Muhra,IF,E,b,4,63,102.8210639,5.8,66.08391608,276,7,1
Muhra,IF,E,b,5,63,102.8210639,5.8,66.08391608,274,7,1
Muhra,IF,E,b,6,63,102.8210639,5.8,66.08391608,213,7,1
Asctu,IF,E,c,1,64,267.1618565,6.375,57.22171113,54,7,0
Asctu,IF,E,c,2,64,267.1618565,6.375,57.22171113,63,7,1
Asctu,IF,E,c,3,64,267.1618565,6.375,57.22171113,49,7,1
Asctu,IF,E,c,4,64,267.1618565,6.375,57.22171113,37,7,1
Asctu,IF,E,c,5,64,267.1618565,6.375,57.22171113,57,7,1
Asctu,IF,E,c,6,64,267.1618565,6.375,57.22171113,57,7,1
Asctu,I,E,b,1,65,259.3253101,4.65,72.95501022,53,7,1
Asctu,I,E,b,2,65,259.3253101,4.65,72.95501022,65,7,1
Asctu,I,E,b,3,65,259.3253101,4.65,72.95501022,45,7,1
Asctu,I,E,b,4,65,259.3253101,4.65,72.95501022,64,7,0
Asctu,I,E,b,5,65,259.3253101,4.65,72.95501022,60,7,1
Asctu,I,E,b,6,65,259.3253101,4.65,72.95501022,61,7,1
Panvi,C,E,a,1,66,142.8101196,4.75,61.32629108,170,7,0
Panvi,C,E,a,2,66,142.8101196,4.75,61.32629108,348,7,1
Panvi,C,E,a,3,66,142.8101196,4.75,61.32629108,210,7,1
Panvi,C,E,a,4,66,142.8101196,4.75,61.32629108,135,7,1
Panvi,C,E,a,5,66,142.8101196,4.75,61.32629108,102,7,1
Panvi,C,E,a,6,66,142.8101196,4.75,61.32629108,458,7,1
Astaz,I,E,b,1,67,265.6207838,4.9,71.30883301,25,7,1
Astaz,I,E,b,2,67,265.6207838,4.9,71.30883301,14,7,0
Astaz,I,E,b,3,67,265.6207838,4.9,71.30883301,50,7,0
Astaz,I,E,b,4,67,265.6207838,4.9,71.30883301,29,7,1
Astaz,I,E,b,5,67,265.6207838,4.9,71.30883301,29,7,1
Astaz,I,E,b,6,67,265.6207838,4.9,71.30883301,34,7,1
Astaz,C,E,b,1,68,259.5652024,5.05,51.9414744,22,7,1
Astaz,C,E,b,2,68,259.5652024,5.05,51.9414744,45,7,1
Astaz,C,E,b,3,68,259.5652024,5.05,51.9414744,40,7,1
Astaz,C,E,b,4,68,259.5652024,5.05,51.9414744,39,7,1
Astaz,C,E,b,5,68,259.5652024,5.05,51.9414744,29,7,1
Astaz,C,E,b,6,68,259.5652024,5.05,51.9414744,47,7,1
Astaz,IF,E,b,1,69,256.1400133,5.625,62.46799795,32,7,1
Astaz,IF,E,b,2,69,256.1400133,5.625,62.46799795,13,7,1
Astaz,IF,E,b,3,69,256.1400133,5.625,62.46799795,40,7,1
Astaz,IF,E,b,4,69,256.1400133,5.625,62.46799795,16,7,1
Astaz,IF,E,b,5,69,256.1400133,5.625,62.46799795,37,7,0
Astaz,IF,E,b,6,69,256.1400133,5.625,62.46799795,27,7,1
Achmi,C,E,b,1,70,265.6464189,5.425,49.67562558,79,7,1
Achmi,C,E,b,2,70,265.6464189,5.425,49.67562558,75,7,0
Achmi,C,E,b,3,70,265.6464189,5.425,49.67562558,35,7,1
Achmi,C,E,b,4,70,265.6464189,5.425,49.67562558,49,7,0
Achmi,C,E,b,5,70,265.6464189,5.425,49.67562558,62,7,1
Achmi,C,E,b,6,70,265.6464189,5.425,49.67562558,80,7,0
Ascsy,C,E,b,1,71,268.8892231,5.3,56.38888889,100,7,0
Ascsy,C,E,b,2,71,268.8892231,5.3,56.38888889,82,7,1
Ascsy,C,E,b,3,71,268.8892231,5.3,56.38888889,104,7,0
Ascsy,C,E,b,4,71,268.8892231,5.3,56.38888889,114,7,0
Sornu,IF,E,b,1,72,87.814152,4.875,45.2811245,271,7,1
Sornu,IF,E,b,2,72,87.814152,4.875,45.2811245,300,7,1
Sornu,IF,E,b,3,72,87.814152,4.875,45.2811245,321,7,0
Sornu,IF,E,b,4,72,87.814152,4.875,45.2811245,330,7,1
Agafo,IF,E,a,1,73,241.3845127,5.925,69.23847695,65,7,1
Agafo,IF,E,a,2,73,241.3845127,5.925,69.23847695,55,7,0
Agafo,IF,E,a,3,73,241.3845127,5.925,69.23847695,58,7,0
Agafo,IF,E,a,4,73,241.3845127,5.925,69.23847695,60,7,1
Agafo,IF,E,a,5,73,241.3845127,5.925,69.23847695,60,7,0
Agafo,IF,E,a,6,73,241.3845127,5.925,69.23847695,58,7,0
Agafo,I,E,b,1,74,257.7408811,5.725,54.75189235,31,7,1
Agafo,I,E,b,2,74,257.7408811,5.725,54.75189235,10,7,0
Agafo,I,E,b,3,74,257.7408811,5.725,54.75189235,39,7,1
Agafo,I,E,b,4,74,257.7408811,5.725,54.75189235,44,7,1
Agafo,I,E,b,5,74,257.7408811,5.725,54.75189235,43,7,0
Agafo,I,E,b,6,74,257.7408811,5.725,54.75189235,29,7,1
Bougr,I,E,c,1,75,93.86966053,6.35,70.21546261,270,7,1
Bougr,I,E,c,2,75,93.86966053,6.35,70.21546261,354,7,1
Bougr,I,E,c,3,75,93.86966053,6.35,70.21546261,185,7,0
Bougr,I,E,c,4,75,93.86966053,6.35,70.21546261,243,7,1
Bougr,I,E,c,5,75,93.86966053,6.35,70.21546261,183,7,1
Bougr,I,E,c,6,75,93.86966053,6.35,70.21546261,180,7,1
Bougr,IF,E,b,1,76,84.44090126,6.4,42.77173913,260,7,1
Bougr,IF,E,b,2,76,84.44090126,6.4,42.77173913,260,7,1
Bougr,IF,E,b,3,76,84.44090126,6.4,42.77173913,205,7,1
Bougr,IF,E,b,4,76,84.44090126,6.4,42.77173913,270,7,1
Bougr,IF,E,b,5,76,84.44090126,6.4,42.77173913,244,7,1
Bougr,IF,E,b,6,76,84.44090126,6.4,42.77173913,300,7,1
Rudhi,IF,E,a,1,77,265.2949554,5.85,45.44832307,27,7,0
Rudhi,IF,E,a,2,77,265.2949554,5.85,45.44832307,31,7,1
Rudhi,IF,E,a,3,77,265.2949554,5.85,45.44832307,28,7,1
Rudhi,IF,E,a,4,77,265.2949554,5.85,45.44832307,29,7,1
Rudhi,IF,E,a,5,77,265.2949554,5.85,45.44832307,26,7,1
Rudhi,IF,E,a,6,77,265.2949554,5.85,45.44832307,31,7,1
Achmi,IF,E,a,1,78,268.2923107,5.3,48.01444043,74,7,0
Achmi,IF,E,a,2,78,268.2923107,5.3,48.01444043,63,7,1
Achmi,IF,E,a,3,78,268.2923107,5.3,48.01444043,65,7,1
Achmi,IF,E,a,4,78,268.2923107,5.3,48.01444043,12,7,1
Achmi,IF,E,a,5,78,268.2923107,5.3,48.01444043,67,7,0
Achmi,IF,E,a,6,78,268.2923107,5.3,48.01444043,24,7,0
Sornu,I,E,b,1,79,71.34863112,5.9,54.74254743,285,7,1
Sornu,I,E,b,2,79,71.34863112,5.9,54.74254743,291,7,1
Sornu,I,E,b,3,79,71.34863112,5.9,54.74254743,302,7,1
Sornu,I,E,b,4,79,71.34863112,5.9,54.74254743,163,7,1
Muhra,C,E,b,1,80,67.94138269,4.275,53.56083086,252,7,0
Muhra,C,E,b,2,80,67.94138269,4.275,53.56083086,240,7,1
Muhra,C,E,b,3,80,67.94138269,4.275,53.56083086,257,7,1
Muhra,C,E,b,4,80,67.94138269,4.275,53.56083086,261,7,1
Muhra,C,E,b,5,80,67.94138269,4.275,53.56083086,216,7,1
Muhra,C,E,b,6,80,67.94138269,4.275,53.56083086,254,7,0
Muhra,IF,E,c,1,81,103.2843211,5.3,40.91591592,262,7,1
Muhra,IF,E,c,2,81,103.2843211,5.3,40.91591592,264,7,1
Muhra,IF,E,c,3,81,103.2843211,5.3,40.91591592,216,7,1
Muhra,IF,E,c,4,81,103.2843211,5.3,40.91591592,250,7,1
Muhra,IF,E,c,5,81,103.2843211,5.3,40.91591592,300,7,1
Muhra,IF,E,c,6,81,103.2843211,5.3,40.91591592,236,7,1
Liaas,C,E,c,1,82,262.378803,6.7,48.22609741,68,7,0
Liaas,C,E,c,2,82,262.378803,6.7,48.22609741,68,7,0
Liaas,C,E,c,3,82,262.378803,6.7,48.22609741,42,7,0
Liaas,C,E,c,4,82,262.378803,6.7,48.22609741,12,7,0
Agafo,C,E,a,1,83,252.389417,5.975,63.88140162,57,7,0
Agafo,C,E,a,2,83,252.389417,5.975,63.88140162,40,7,1
Agafo,C,E,a,3,83,252.389417,5.975,63.88140162,50,7,0
Agafo,C,E,a,4,83,252.389417,5.975,63.88140162,62,7,1
Agafo,C,E,a,5,83,252.389417,5.975,63.88140162,40,7,0
Agafo,C,E,a,6,83,252.389417,5.975,63.88140162,50,7,0
Bougr,C,E,a,1,84,85.23208043,6.75,62.66437965,200,7,1
Bougr,C,E,a,2,84,85.23208043,6.75,62.66437965,255,7,1
Bougr,C,E,a,3,84,85.23208043,6.75,62.66437965,220,7,1
Bougr,C,E,a,4,84,85.23208043,6.75,62.66437965,245,7,1
Bougr,C,E,a,5,84,85.23208043,6.75,62.66437965,152,7,1
Bougr,C,E,a,6,84,85.23208043,6.75,62.66437965,183,7,1
Ascsy,I,E,c,1,85,258.4661233,5,55.57823129,87,7,1
Ascsy,I,E,c,2,85,258.4661233,5,55.57823129,72,7,1
Ascsy,I,E,c,3,85,258.4661233,5,55.57823129,53,7,1
Ascsy,I,E,c,4,85,258.4661233,5,55.57823129,79,7,1
Astaz,IF,E,c,1,86,245.6027888,5.375,67.17948718,23,7,1
Astaz,IF,E,c,2,86,245.6027888,5.375,67.17948718,21,7,0
Astaz,IF,E,c,3,86,245.6027888,5.375,67.17948718,21,7,0
Astaz,IF,E,c,4,86,245.6027888,5.375,67.17948718,17,7,1
Astaz,IF,E,c,5,86,245.6027888,5.375,67.17948718,35,7,1
Astaz,IF,E,c,6,86,245.6027888,5.375,67.17948718,59,7,1
Andge,I,E,c,1,87,96.17483899,6.35,52.08761123,237,7,1
Andge,I,E,c,2,87,96.17483899,6.35,52.08761123,285,7,1
Andge,I,E,c,3,87,96.17483899,6.35,52.08761123,191,7,1
Andge,I,E,c,4,87,96.17483899,6.35,52.08761123,222,7,1
Andge,I,E,c,5,87,96.17483899,6.35,52.08761123,233,7,1
Andge,I,E,c,6,87,96.17483899,6.35,52.08761123,229,7,1
Astaz,I,E,c,1,88,266.1033661,6.425,82.36130868,36,7,0
Astaz,I,E,c,2,88,266.1033661,6.425,82.36130868,35,7,1
Astaz,I,E,c,3,88,266.1033661,6.425,82.36130868,17,7,0
Astaz,I,E,c,4,88,266.1033661,6.425,82.36130868,39,7,0
Astaz,I,E,c,5,88,266.1033661,6.425,82.36130868,16,7,0
Astaz,I,E,c,6,88,266.1033661,6.425,82.36130868,27,7,0
Ascsy,C,E,c,1,89,270.112631,5.875,56.54423176,63,7,0
Ascsy,C,E,c,2,89,270.112631,5.875,56.54423176,45,7,0
Ascsy,C,E,c,3,89,270.112631,5.875,56.54423176,79,7,0
Ascsy,C,E,c,4,89,270.112631,5.875,56.54423176,104,7,1
Muhra,C,E,c,1,90,76.46437546,5.95,51.797862,254,7,0
Muhra,C,E,c,2,90,76.46437546,5.95,51.797862,246,7,1
Muhra,C,E,c,3,90,76.46437546,5.95,51.797862,295,7,1
Muhra,C,E,c,4,90,76.46437546,5.95,51.797862,246,7,0
Muhra,C,E,c,5,90,76.46437546,5.95,51.797862,272,7,1
Muhra,C,E,c,6,90,76.46437546,5.95,51.797862,259,7,1
Spohe,C,E,b,1,91,73.951819,5.25,49.25219185,54,7,1
Spohe,C,E,b,2,91,73.951819,5.25,49.25219185,54,7,0
Spohe,C,E,b,3,91,73.951819,5.25,49.25219185,73,7,0
Spohe,C,E,c,1,92,65.61895024,6.975,45.94914252,43,7,0
Spohe,C,E,c,2,92,65.61895024,6.975,45.94914252,56,7,1
Spohe,C,E,c,3,92,65.61895024,6.975,45.94914252,82,7,1
Schsc,C,E,b,1,93,80.80321146,5.95,67.01966717,114,7,1
Schsc,C,E,b,2,93,80.80321146,5.95,67.01966717,70,7,1
Schsc,C,E,b,3,93,80.80321146,5.95,67.01966717,71,7,1
Schsc,C,E,b,4,93,80.80321146,5.95,67.01966717,107,7,1
Schsc,C,E,b,5,93,80.80321146,5.95,67.01966717,123,7,1
Schsc,C,E,b,6,93,80.80321146,5.95,67.01966717,107,7,1
Boucu,IF,E,b,1,94,73.20577173,5.625,60.73245168,190,7,0
Boucu,IF,E,b,2,94,73.20577173,5.625,60.73245168,70,7,0
Boucu,IF,E,b,3,94,73.20577173,5.625,60.73245168,188,7,1
Boucu,IF,E,b,4,94,73.20577173,5.625,60.73245168,205,7,1
Boucu,IF,E,b,5,94,73.20577173,5.625,60.73245168,192,7,1
Panvi,I,E,b,1,95,75.77867421,6.025,57.77576854,299,7,1
Panvi,I,E,b,2,95,75.77867421,6.025,57.77576854,404,7,1
Panvi,I,E,b,3,95,75.77867421,6.025,57.77576854,386,7,1
Panvi,I,E,b,4,95,75.77867421,6.025,57.77576854,324,7,1
Panvi,I,E,b,5,95,75.77867421,6.025,57.77576854,365,7,1
Panvi,I,E,b,6,95,75.77867421,6.025,57.77576854,380,7,1
Asctu,C,E,c,1,96,261.7678656,4.725,49.57102002,51,7,1
Asctu,C,E,c,2,96,261.7678656,4.725,49.57102002,64,7,0
Asctu,C,E,c,3,96,261.7678656,4.725,49.57102002,64,7,1
Asctu,C,E,c,4,96,261.7678656,4.725,49.57102002,42,7,0
Asctu,C,E,c,5,96,261.7678656,4.725,49.57102002,41,7,1
Asctu,C,E,c,6,96,261.7678656,4.725,49.57102002,49,7,1
Achmi,C,E,c,1,97,267.3682345,5.75,63.66885051,75,7,0
Achmi,C,E,c,2,97,267.3682345,5.75,63.66885051,38,7,0
Achmi,C,E,c,3,97,267.3682345,5.75,63.66885051,55,7,0
Achmi,C,E,c,4,97,267.3682345,5.75,63.66885051,70,7,0
Achmi,C,E,c,5,97,267.3682345,5.75,63.66885051,50,7,1
Achmi,C,E,c,6,97,267.3682345,5.75,63.66885051,64,7,0
Rudhi,IF,E,b,1,98,256.6186789,5.85,41.81260946,45,7,0
Rudhi,IF,E,b,2,98,256.6186789,5.85,41.81260946,25,7,1
Rudhi,IF,E,b,3,98,256.6186789,5.85,41.81260946,26,7,1
