species,plot,treatment,plantnumber,leaf1i,leaf1f,leaf2i,leaf2f,leaf3i,leaf3f,leaf4i,leaf4f,leaf5i,leaf5f,height,meaninsect,meanfungal
Rudhi,98,IF,5,0,0,0,0,3,0,10,0,0,0,53,2.6,0
Rudhi,98,IF,6,12,2,0,3,0,0,5,6,,,41,4.25,2.75
Bougr,99,C,1,0,0,22,0,0,0,0,1,0,0,196,4.4,0.2
Bougr,99,C,2,3,4,0,2,30,3,0,1,0,0,277,6.6,2
Bougr,99,C,5,65,0,0,1,5,2,6,0,0,0,120,15.2,0.6
Panvi,100,I,1,0,6,0,0,0,2,0,7,0,8,127,0,4.6
Panvi,100,I,2,0,6,0,0,0,27,0,11,0,0,350,0,8.8
Panvi,100,I,3,3,5,0,0,0,4,0,0,0,2,354,0.6,2.2
Panvi,100,I,4,0,4,0,9,0,0,0,0,0,0,324,0,2.6
Panvi,100,I,5,3,13,0,12,0,0,0,4,0,0,377,0.6,5.8
Panvi,100,I,6,0,3,0,0,,,,,,,84,0,1.5
Achmi,101,I,1,3,0,0,20,0,0,,,,,24,1,6.666666667
Achmi,101,I,5,0,0,10,0,12,0,,,,,45,7.333333333,0
Achmi,101,I,6,0,2,0,0,4,8,0,0,,,46,1,2.5
Achmi,102,IF,6,0,0,18,0,4,0,0,0,30,0,41,10.4,0
Agafo,103,C,2,0,0,33,0,0,0,0,4,0,0,21,6.6,0.8
Rudhi,104,C,1,0,0,3,0,0,0,,,,,57,1,0
Rudhi,104,C,2,21,0,12,0,,,,,,,47,16.5,0
Liaas,105,I,1,0,40,,,,,,,,,17,0,40
Liaas,105,I,3,0,18,,,,,,,,,21,0,18
Bougr,106,C,2,0,1,0,0,0,0,1,0,0,0,142,0.2,0.2
Bougr,106,C,3,0,0,4,0,0,0,1,0,0,0,132,1,0
Bougr,106,C,4,90,0,75,0,90,0,50,0,0,0,38,61,0
Bougr,106,C,5,0,0,6,0,30,0,0,0,0,0,126,7.2,0
Bougr,106,C,6,0,0,0,0,0,0,0,0,0,0,216,0,0
Rudhi,107,C,2,12,0,8,3,0,1,6,0,,,43,6.5,1
Spohe,108,IF,1,1,0,0,0,0,0,,,,,90,0.333333333,0
Spohe,108,IF,3,3,0,0,0,0,0,,,,,79,1,0
Asctu,109,IF,1,0,0,0,0,0,0,1,5,0,0,65,0.2,1
Asctu,109,IF,2,0,0,0,0,3,0,0,0,1,0,68,0.8,0
Asctu,109,IF,3,0,4,2,0,0,0,0,0,0,0,81,0.4,0.8
Asctu,109,IF,4,0,0,0,0,0,0,0,0,0,1,47,0,0.2
Asctu,109,IF,5,0,0,28,0,0,0,0,0,0,0,77,5.6,0
Spohe,110,IF,1,0,0,0,0,,,,,,,64,0,0
Panvi,111,C,1,0,5,0,1,0,1,0,0,3,0,409,0.6,1.4
Panvi,111,C,2,0,5,2,1,0,1,1,3,,,218,0.75,2.5
Panvi,111,C,3,0,9,0,3,1,3,0,8,0,0,197,0.2,4.6
Panvi,111,C,4,6,3,2,4,0,3,0,1,0,0,172,1.6,2.2
Panvi,111,C,5,36,0,2,3,1,0,,,,,387,13,1
Panvi,111,C,6,0,6,,,,,,,,,325,0,6
Panvi,112,IF,1,0,0,5,0,0,0,0,4,,,218,1.25,1
Panvi,112,IF,3,2,0,0,0,55,0,,,,,431,19,0
Panvi,112,IF,4,0,1,0,0,1,0,,,,,235,0.333333333,0.333333333
Panvi,112,IF,5,1,4,0,5,0,0,,,,,456,0.333333333,3
Panvi,112,IF,6,1,0,0,0,0,0,0,0,,,131,0.25,0
Boucu,113,C,1,0,1,8,2,0,3,0,0,0,6,183,1.6,2.4
Boucu,113,C,3,28,2,0,0,0,0,0,0,0,0,83,5.6,0.4
Boucu,113,C,4,0,0,13,0,0,4,0,0,0,1,188,2.6,1
Agafo,114,I,1,0,3,0,2,0,0,1,1,0,4,60,0.2,2
Agafo,114,I,3,0,0,0,1,4,0,0,0,2,0,81,1.2,0.2
Agafo,114,I,4,0,0,4,0,0,0,23,0,0,0,42,5.4,0
Agafo,115,IF,1,1,1,3,2,0,0,0,0,0,0,45,0.8,0.6
Agafo,115,IF,2,30,0,6,0,0,0,0,0,0,0,9,7.2,0
Agafo,115,IF,3,0,0,3,0,23,0,2,0,0,0,69,5.6,0
Agafo,115,IF,5,0,2,0,0,3,3,0,0,0,0,35,0.6,1
Rudhi,116,I,1,0,1,4,0,28,0,6,0,0,0,66,7.6,0.2
Rudhi,116,I,2,0,0,11,0,,,,,,,42,5.5,0
Rudhi,116,I,3,0,0,0,0,4,3,,,,,32,1.333333333,1
Rudhi,116,I,5,0,0,0,0,,,,,,,26,0,0
Rudhi,116,I,6,0,0,0,0,0,30,,,,,23,0,10
Bougr,117,IF,1,0,0,0,0,0,0,0,0,0,0,301,0,0
Bougr,117,IF,2,0,0,0,0,0,0,0,0,0,0,182,0,0
Bougr,117,IF,3,0,0,0,0,0,0,0,0,0,0,218,0,0
Bougr,117,IF,4,0,0,0,2,0,0,0,0,0,0,224,0,0.4
Bougr,117,IF,5,0,0,0,0,0,0,,,,,296,0,0
Bougr,117,IF,6,0,0,0,0,0,0,0,0,0,0,199,0,0
Sornu,118,I,1,0,1,0,1,0,3,0,1,0,1,273,0,1.4
Sornu,118,I,2,0,4,0,22,,,,,,,260,0,13
Sornu,118,I,3,2,40,1,4,0,3,0,0,0,8,369,0.6,11
Sornu,118,I,4,0,2,0,1,0,20,,,,,272,0,7.666666667
Spohe,119,I,1,0,1,0,1,0,3,0,0,,,82,0,1.25
Achmi,120,I,1,10,0,0,0,0,0,0,5,0,2,54,2,1.4
Achmi,120,I,2,40,0,35,0,25,0,0,0,20,0,42,24,0
Achmi,120,I,3,0,0,0,0,6,0,15,0,3,0,37,4.8,0
Muhra,122,I,1,0,2,0,0,0,1,0,0,0,1,205,0,0.8
Muhra,122,I,2,0,2,0,1,0,6,0,4,,,208,0,3.25
Muhra,122,I,3,0,4,0,0,0,4,0,0,12,3,226,2.4,2.2
Muhra,122,I,4,0,3,0,1,0,0,0,2,,,249,0,1.5
Muhra,122,I,5,0,2,0,0,8,1,1,0,0,5,262,1.8,1.6
Muhra,122,I,6,0,4,0,0,0,1,0,0,0,6,188,0,2.2
Schsc,123,C,1,5,1,2,3,2,1,0,2,0,6,223,1.8,2.6
Schsc,123,C,2,3,5,0,0,0,0,0,4,0,1,227,0.6,2
Schsc,123,C,3,0,1,0,2,0,3,0,0,7,0,180,1.4,1.2
Schsc,123,C,4,0,1,3,0,0,6,2,1,0,1,227,1,1.8
Schsc,123,C,6,3,1,0,0,0,0,55,1,0,0,93,11.6,0.4
Rudhi,124,C,1,8,1,,,,,,,,,37,8,1
Rudhi,124,C,5,0,0,0,2,0,0,,,,,50,0,0.666666667
Rudhi,124,C,6,0,0,5,45,60,0,0,0,,,19,16.25,11.25
Astaz,125,C,1,4,0,7,0,9,0,5,7,,,25,6.25,1.75
Astaz,125,C,2,2,0,0,0,0,1,14,0,,,43,4,0.25
Astaz,125,C,3,3,6,7,0,1,2,0,0,,,44,2.75,2
Astaz,125,C,4,2,3,10,40,90,0,,,,,43,34,14.33333333
Astaz,125,C,6,0,38,3,0,2,2,0,0,,,31,1.25,10
Liaas,126,IF,2,8,0,30,0,27,0,,,,,78,21.66666667,0
Schsc,127,I,1,0,20,0,1,0,1,0,2,0,1,138,0,5
Schsc,127,I,2,0,0,0,2,0,3,0,0,0,5,209,0,2
Schsc,127,I,3,0,0,0,0,0,2,0,4,0,0,144,0,1.2
Schsc,127,I,5,0,0,0,0,0,2,0,0,0,3,175,0,1
Schsc,127,I,6,0,2,0,0,0,0,0,6,,,130,0,2
Agafo,128,IF,1,0,0,0,2,15,0,0,0,0,0,35,3,0.4
Agafo,128,IF,2,0,0,0,1,3,0,0,5,0,0,43,0.6,1.2
Agafo,128,IF,3,0,0,20,3,,,,,,,13,10,1.5
Boucu,129,IF,2,0,0,1,0,0,0,3,0,,,34,1,0
Boucu,129,IF,3,0,0,0,0,0,0,0,0,0,0,142,0,0
Boucu,129,IF,4,0,0,0,0,0,1,0,0,0,0,152,0,0.2
Boucu,129,IF,5,0,2,0,0,0,1,1,0,0,0,136,0.2,0.6
Andge,130,IF,1,0,2,2,0,,,,,,,214,1,1
Andge,130,IF,2,0,0,0,0,0,2,0,3,0,0,201,0,1
Andge,130,IF,3,0,0,0,0,0,0,0,0,0,0,112,0,0
Andge,130,IF,4,0,0,0,1,0,1,0,0,1,0,243,0.2,0.4
Andge,130,IF,6,0,1,2,3,0,0,,,,,131,0.666666667,1.333333333
Sornu,132,IF,1,1,0,0,2,3,0,0,0,0,0,296,0.8,0.4
Sornu,132,IF,2,0,1,0,0,0,0,,,,,389,0,0.333333333
Sornu,132,IF,3,0,0,0,0,2,0,0,0,0,0,198,0.4,0
Sornu,132,IF,4,0,4,0,0,0,1,0,0,0,0,320,0,1
Ascsy,133,IF,1,0,0,0,1,0,3,0,0,0,0,63,0,0.8
Ascsy,133,IF,2,0,1,0,0,0,0,0,0,0,3,106,0,0.8
Ascsy,133,IF,3,0,0,0,0,0,0,0,0,,,21,0,0
Liaas,134,I,4,22,0,6,0,,,,,,,66,14,0
Boucu,135,C,2,0,0,0,1,0,1,0,5,0,0,121,0,1.4
Boucu,135,C,3,0,3,0,0,0,2,0,0,0,0,149,0,1
Achmi,136,I,2,0,0,16,0,0,0,,,,,14,5.333333333,0
Achmi,136,I,3,0,0,3,10,65,0,,,,,56,22.66666667,3.333333333
Achmi,136,I,4,5,0,0,0,,,,,,,13,2.5,0
Agafo,137,C,4,20,10,18,0,70,0,35,0,19,0,24,32.4,2
Boucu,139,I,1,0,2,0,1,0,0,,,,,297,0,1
Boucu,139,I,4,0,3,0,0,0,2,0,0,0,6,103,0,2.2
Rudhi,140,IF,1,3,0,26,0,0,2,32,0,0,0,35,12.2,0.4
Rudhi,140,IF,3,0,2,0,0,3,0,4,0,,,62,1.75,0.5
Rudhi,140,IF,4,0,3,0,0,0,0,0,0,18,5,68,3.6,1.6
Panvi,141,C,1,4,9,6,5,3,0,,,,,301,4.333333333,4.666666667
Panvi,141,C,2,0,12,2,8,0,5,0,4,,,311,0.5,7.25
Panvi,141,C,3,0,0,6,7,4,15,10,8,,,405,5,7.5
Panvi,141,C,4,0,15,0,1,0,3,,,,,297,0,6.333333333
Panvi,141,C,5,3,45,1,3,0,55,,,,,428,1.333333333,34.33333333
Panvi,141,C,6,40,20,5,4,0,0,60,15,0,0,264,21,7.8
Andge,143,C,1,70,1,0,0,0,18,0,3,0,0,248,14,4.4
Andge,143,C,2,0,6,0,5,0,11,0,8,0,10,159,0,8
Andge,143,C,3,0,2,0,2,0,3,0,7,,,220,0,3.5
Andge,143,C,4,0,19,0,5,,,,,,,249,0,12
Andge,143,C,5,0,2,0,1,1,1,,,,,193,0.333333333,1.333333333
Andge,143,C,6,1,2,0,3,0,0,0,1,,,275,0.25,1.5
Achmi,144,IF,1,15,0,9,0,45,0,,,,,51,23,0
Achmi,144,IF,2,0,0,0,0,0,0,,,,,63,0,0
Achmi,144,IF,3,0,0,5,0,40,0,,,,,10,15,0
