plot,abundance,species,specieslowbar,genus,family,species.relative,genus.relative
67,0.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
67,1.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
67,28,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
67,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
67,0.5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
67,2.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
67,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
68,0.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
68,0.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
68,7,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
68,1.5,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
68,2.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
68,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
68,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
68,2,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
68,1.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
68,2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
69,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
69,0.8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
69,5.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
69,1.7,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
69,0.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
69,0.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
69,4.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
69,24,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
69,0.3,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
69,0.5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
69,1.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
69,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
70,0.4,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
70,0.6,Elymus repens,Elymus_repens,Elymus,Poaceae,,
70,4.5,Agrostis scabra,Agrostis_scabra,Agrostis,Poaceae,,
70,0.15,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
70,0.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
70,5.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
70,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
70,1.4,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
70,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
70,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
70,3,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
70,2.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
71,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
71,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
71,0,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
71,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
71,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
71,21,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
71,0.7,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
71,1.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
71,1,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
72,4,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
72,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
72,1.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
72,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
72,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
72,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
72,19,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
72,14,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
72,0.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
72,3.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
72,2,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
72,0.8,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
73,0.7,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
73,0.15,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
73,0.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
73,2.4,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
73,2.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
73,3.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
73,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
73,0.01,Mollugo verticillata,Mollugo_verticillata,Mollugo,Molluginaceae,,
73,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
73,3.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
74,0.6,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
74,0.8,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
74,0.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
74,2.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
74,2.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
74,0.1,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
74,1.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
74,30,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
74,2.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
74,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
75,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
75,0.2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
75,6.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
75,3.3,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
75,0.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
75,3.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
75,29,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
75,0.2,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
75,3.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
75,0.8,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
75,0.4,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
76,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
76,0.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
76,1.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
76,2.6,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
76,1.7,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
76,2.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
76,43,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
76,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
76,1.1,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
76,8,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
76,3.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
76,0.6,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
77,12,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
77,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
77,3.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
77,0.3,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
77,1.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
77,28,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
77,0.2,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
77,1.8,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
77,1.9,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
77,0.7,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
77,0.2,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
78,2.4,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
78,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
78,0.9,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
78,1,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
78,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
78,30,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
78,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
78,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
78,4.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
78,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
79,0.11,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
79,1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
79,0.2,Eragrostis spectabilis,Eragrostis_spectabilis,Eragrostis,Poaceae,,
79,0.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
79,31,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
79,29,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
79,2.3,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
79,0.02,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
79,2.9,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
79,1.6,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
80,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
80,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
80,0.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
80,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
80,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
80,1.2,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
80,27,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
80,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
80,13,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
80,1.5,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
81,0.5,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
81,6,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
81,3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
81,35,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
81,2.1,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
81,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
81,4.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
82,0.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
82,2.1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
82,1.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
82,0.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
82,2.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
82,0,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
82,38,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
82,0.01,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
82,3.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
83,0.8,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
83,0.5,Agrostis scabra,Agrostis_scabra,Agrostis,Poaceae,,
83,1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
83,0.2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
83,4.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
83,0.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
83,2.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
83,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
83,0.1,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
83,8,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
83,2.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
83,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
83,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
84,1,Agrostis scabra,Agrostis_scabra,Agrostis,Poaceae,,
84,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
84,0.4,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
84,2.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
84,5.5,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
84,0.7,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
84,1.4,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
84,28,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
84,7,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
84,1.5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
84,4.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
85,10.5,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
85,4,Agrostis scabra,Agrostis_scabra,Agrostis,Poaceae,,
85,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
85,5.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
85,0.4,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
85,1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
85,22,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
85,0.4,Oxalis sp,Oxalis_sp,Oxalis,Oxalidaceae,Oxalis griffithii,
85,6,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
85,9.5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
85,1.8,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
85,0.8,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
86,4.7,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
86,0.05,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
86,0.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
86,4,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
86,1.3,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
86,1.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
86,14,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
86,10,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
86,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
86,1.9,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
86,0.6,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
87,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
87,4.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
87,4.5,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
87,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
87,0.15,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
87,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
87,5.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
87,25,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
87,3.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
87,0.8,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
87,0.2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
88,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
88,0.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
88,12,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
88,0.9,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
88,8,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
88,0.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
88,8.1,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
88,42,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
88,2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
88,0.4,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
89,0.2,Elymus repens,Elymus_repens,Elymus,Poaceae,,
89,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
89,0.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
89,0.2,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
89,0.01,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
89,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
89,24,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
89,27,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
89,0.6,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
89,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
90,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
90,0.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
90,1.4,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
90,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
90,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
90,29,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
90,1.3,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
90,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
90,2.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
91,0.4,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
91,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
91,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
91,0.6,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
91,0.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
91,27,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
91,23,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
91,1.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
91,0.1,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
92,0.05,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
92,0.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
92,0.01,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
92,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
92,30,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
92,14,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
92,0.8,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
92,0.2,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
93,4,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
93,0.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
93,0.15,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
93,25,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
93,17,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
93,1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
93,2.4,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
94,0.1,Amorpha canescens,Amorpha_canescens,Amorpha,Fabaceae,,Amorpha
94,0.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
94,1.2,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
94,0.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
94,31,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
94,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
94,2.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
94,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
95,2.4,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
95,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
95,0.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
95,0.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
95,23,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
95,6.5,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
95,6,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
95,14,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
95,3.1,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
95,0.3,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
95,2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
96,2.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
96,1.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
96,0.8,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
96,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
96,14,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
96,22,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
96,10.5,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
96,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
97,0.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
97,1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
97,6,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
97,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
97,16,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
97,38,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
97,0.8,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
98,3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
98,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
98,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
98,16,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
98,30,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
98,1.1,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
98,0.2,Rumex acetosella,Rumex_acetosella,Rumex,Polygonaceae,,Rheum
99,0.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
99,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
99,1.2,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
